suburb,latitude,longitude,date,type,description
Moonee Ponds,-37.762015,144.935215,2014-01-08,SEXUAL_ASSAULT,"While walking home, someone on an e-scooter made sexualized threats along the Yarra River walk. Thankfully, a bystander helped."
Preston,-37.744149,145.010241,2014-01-09,UNWANTED_PHYSICAL_CONTACT,"Broad daylight, near the shops, an aggressive individual pushed into my personal space outside a 7-Eleven. No one intervened."
Collingwood,-37.804793,144.988531,2014-01-09,UNWANTED_PHYSICAL_CONTACT,"Meeting friends for drinks, a person with their hood up made inappropriate contact in a crowd along the Yarra River walk. I called a friend immediately."
Collingwood,-37.807296,144.999192,2014-01-10,SEXUAL_ASSAULT,"Exploring the local market, a group of teenagers reached out to touch me inappropriately outside a supermarket. I was left feeling vulnerable."
Williamstown,-37.870654,144.903383,2014-01-11,SEXUAL_ASSAULT,"While waiting for the tram, a woman in a reflective vest engaged in indecent behavior outside a pharmacy. I shouted at them to leave me alone."
Southbank,-37.824409,144.957858,2014-01-11,STREET_HARASSMENT,"Walking to my car, two men used aggressive language near the station entrance. I eventually lost them in the crowd."
Coburg,-37.749136,144.96213,2014-01-11,SEXUAL_ASSAULT,"Just after leaving the station, someone sitting on a park bench violated personal space aggressively in the middle of the park. I quickly ducked into a shop."
Williamstown,-37.864648,144.905119,2014-01-12,STREET_HARASSMENT,"While waiting for the tram, a couple arguing loudly engaged in intimidating verbal behavior beside a row of parked cars. I won't be walking that way again."
Hawthorn,-37.82724,145.03474,2014-01-13,STREET_HARASSMENT,"Exploring the local market, a cyclist who stopped suddenly was filming me without consent near the entrance of a shopping centre. I kept my head down and ran."
Northcote,-37.763192,144.997348,2014-01-13,SEXUAL_ASSAULT,"Meeting friends for drinks, an aggressive individual made explicit and unwanted advances along the Yarra River walk. I won't be walking that way again."
Docklands,-37.812617,144.950928,2014-01-13,STREET_HARASSMENT,"Enjoying a coffee on the sidewalk, someone leaning against a wall was filming me without consent near a bus shelter. I felt my heart racing."
Northcote,-37.772615,145.00716,2014-01-13,UNWANTED_PHYSICAL_CONTACT,"Enjoying a coffee on the sidewalk, a person with their hood up pushed into my personal space outside a popular cafe. I kept my head down and ran."
Thornbury,-37.752254,145.003806,2014-01-14,UNWANTED_PHYSICAL_CONTACT,"Returning books to the library, a delivery driver threw a small object at me in a quiet residential cul-de-sac. I reported it via a safety app."
North Melbourne,-37.807062,144.939248,2014-01-16,STREET_HARASSMENT,"Walking the dog around the block, a stranger asking for directions engaged in intimidating verbal behavior near the entrance of a shopping centre. I felt my heart racing."
Richmond,-37.823999,144.991885,2014-01-16,STREET_HARASSMENT,"Taking a shortcut through a park, a group of individuals used aggressive language on the steps of the library. I felt very unsafe."
Moonee Ponds,-37.761431,144.915299,2014-01-16,UNWANTED_PHYSICAL_CONTACT,"During the evening rush, a woman in a reflective vest tugged on my backpack in a quiet residential cul-de-sac. Thankfully, a bystander helped."
Camberwell,-37.840102,145.060767,2014-01-16,UNWANTED_PHYSICAL_CONTACT,"Browsing the shops on a busy Saturday, a group of teenagers tripped me as I tried to walk by at a crowded intersection. I was left feeling vulnerable."
Preston,-37.744163,145.01237,2014-01-17,SEXUAL_ASSAULT,"Meeting friends for drinks, a stranger wearing a hoodie groped me in the middle of the crowd near a deserted construction zone. They eventually walked off."
Hawthorn,-37.826311,145.046105,2014-01-18,UNWANTED_PHYSICAL_CONTACT,"Checking my phone at the bus stop, someone leaning against a wall grabbed my hand and wouldn't let go outside a pharmacy. I felt my heart racing."
Kensington,-37.794159,144.938666,2014-01-19,SEXUAL_ASSAULT,"Passing by a construction site, a cyclist who stopped suddenly harassed me with sexually charged language on the steps of the library. I tried to ignore them."
Moonee Ponds,-37.755458,144.917652,2014-01-20,STREET_HARASSMENT,"Checking my phone at the bus stop, a group of teenagers tried to engage in unwanted conversation outside a popular cafe. I managed to run away."
Richmond,-37.829594,145.000626,2014-01-21,SEXUAL_ASSAULT,"While walking home, someone sitting on a park bench engaged in indecent behavior near a historic monument. I reported it to a nearby officer."
Carlton,-37.808049,144.977927,2014-01-24,SEXUAL_ASSAULT,"Broad daylight, near the shops, a woman in a reflective vest made sexualized threats in the underground parking lot. I'm shaken but okay."
Elwood,-37.874249,144.996866,2014-01-24,STREET_HARASSMENT,"Walking the dog around the block, a middle-aged man made inappropriate jokes near a historic monument. I was left feeling vulnerable."
Carlton,-37.797542,144.969125,2014-01-25,UNWANTED_PHYSICAL_CONTACT,"Just after leaving the station, someone on an e-scooter grabbed the back of my jacket near a bus shelter. I felt extremely intimidated."
Prahran,-37.850053,144.998467,2014-01-26,UNWANTED_PHYSICAL_CONTACT,"Just after leaving the station, a person who seemed to be following me threw a small object at me near a bus shelter. I felt my heart racing."
Carlton,-37.810158,144.956669,2014-01-26,SEXUAL_ASSAULT,"Just after leaving the station, a stranger wearing a hoodie exposed themselves in public outside a 7-Eleven. I kept my head down and ran."
Northcote,-37.760906,144.986607,2014-01-28,SEXUAL_ASSAULT,"Coming back from a night out, a woman in a reflective vest engaged in non-consensual touching outside a popular cafe. I'm shaken but okay."
St Kilda,-37.853323,144.987282,2014-01-29,SEXUAL_ASSAULT,"After finishing dinner at a restaurant, an aggressive individual violated personal space aggressively underneath a railway bridge. I shouted at them to leave me alone."
East Melbourne,-37.804033,144.978019,2014-01-29,SEXUAL_ASSAULT,"Broad daylight, near the shops, a person who seemed to be following me groped me in the middle of the crowd near the tram stop. I moved to a better-lit area."
Prahran,-37.84767,144.985778,2014-01-30,UNWANTED_PHYSICAL_CONTACT,"Heading to the gym early, a passerby pushed into my personal space in the middle of the park. I shouted at them to leave me alone."
Essendon,-37.754667,144.91789,2014-01-31,UNWANTED_PHYSICAL_CONTACT,"Checking my phone at the bus stop, a woman in a reflective vest pushed past me aggressively near a bicycle path. Thankfully, a bystander helped."
Southbank,-37.818223,144.971451,2014-02-01,SEXUAL_ASSAULT,"Just after leaving the station, a middle-aged man violated personal space aggressively near the tram stop. I called a friend immediately."
Brunswick,-37.75927,144.959676,2014-02-02,UNWANTED_PHYSICAL_CONTACT,"Heading to the gym early, someone sitting on a park bench grabbed the back of my jacket in a quiet residential cul-de-sac. They eventually walked off."
Hawthorn,-37.821746,145.025424,2014-02-03,STREET_HARASSMENT,"Just as the sun was setting, a person acting erratically shouted offensive slurs on the steps of the library. I won't be walking that way again."
Hawthorn,-37.820375,145.027931,2014-02-05,SEXUAL_ASSAULT,"Coming back from a night out, a cyclist who stopped suddenly cornered me in a secluded spot outside a supermarket. I quickly ducked into a shop."
South Yarra,-37.844696,144.982979,2014-02-07,SEXUAL_ASSAULT,"Waiting for a rideshare to arrive, a person who seemed to be following me harassed me with sexually charged language outside a popular cafe. I called the police later."
North Melbourne,-37.806643,144.943563,2014-02-07,SEXUAL_ASSAULT,"Just as the sun was setting, a person with their hood up grabbed my waist without consent outside a residential building. I took a photo from a distance."
Moonee Ponds,-37.773583,144.935177,2014-02-08,UNWANTED_PHYSICAL_CONTACT,"Around midnight, someone sitting on a park bench brushed against me multiple times on the steps of the library. I shouted at them to leave me alone."
Essendon,-37.742315,144.910693,2014-02-08,STREET_HARASSMENT,"While walking home, a person acting erratically was filming me without consent in a poorly lit laneway. I won't be walking that way again."
Melbourne CBD,-37.821566,144.964781,2014-02-09,STREET_HARASSMENT,"Checking my phone at the bus stop, a couple arguing loudly shouted offensive slurs near the entrance of a shopping centre. No one intervened."
Thornbury,-37.761212,145.001119,2014-02-10,SEXUAL_ASSAULT,"Browsing the shops on a busy Saturday, a middle-aged man engaged in non-consensual touching along the Yarra River walk. I eventually lost them in the crowd."
Docklands,-37.820884,144.94816,2014-02-10,SEXUAL_ASSAULT,"Taking a shortcut through a park, a group of skaters attempted a forced physical interaction in the middle of the park. No one intervened."
Williamstown,-37.85519,144.895964,2014-02-11,UNWANTED_PHYSICAL_CONTACT,"During the evening rush, someone leaning against a wall threw a small object at me near the entrance of a shopping centre. I quickly ducked into a shop."
Prahran,-37.863107,144.982593,2014-02-13,SEXUAL_ASSAULT,"Just after leaving the station, a stranger asking for directions exposed themselves in public on the steps of the library. I shouted at them to leave me alone."
Camberwell,-37.827372,145.04927,2014-02-14,SEXUAL_ASSAULT,"Broad daylight, near the shops, someone sitting on a park bench reached out to touch me inappropriately near a historic monument. I took a photo from a distance."
Footscray,-37.791082,144.894956,2014-02-14,UNWANTED_PHYSICAL_CONTACT,"Checking my phone at the bus stop, a passerby tried to block my exit with their body outside a supermarket. I kept my head down and ran."
Elwood,-37.869054,144.999314,2014-02-16,UNWANTED_PHYSICAL_CONTACT,"Coming home from the night shift, someone on an e-scooter grabbed my arm near the tram stop. I was left feeling vulnerable."
Richmond,-37.82591,144.988608,2014-02-16,STREET_HARASSMENT,"Around midnight, a group of teenagers shouted offensive slurs in a quiet residential cul-de-sac. They eventually walked off."
Essendon,-37.753467,144.905393,2014-02-17,UNWANTED_PHYSICAL_CONTACT,"Waiting for a rideshare to arrive, a person who seemed to be following me tried to block my exit with their body near the ticket barriers. No one intervened."
Collingwood,-37.800544,144.994529,2014-02-18,SEXUAL_ASSAULT,"Passing by a construction site, an individual who appeared intoxicated attempted to kiss me forcefully beside a row of parked cars. I was left feeling vulnerable."
Abbotsford,-37.803451,144.991207,2014-02-19,SEXUAL_ASSAULT,"Broad daylight, near the shops, a passerby exposed themselves in public in the underground parking lot. I quickly ducked into a shop."
Melbourne CBD,-37.822986,144.967967,2014-02-19,SEXUAL_ASSAULT,"Passing by a construction site, an individual who appeared intoxicated forced an unwanted physical encounter near the tram stop. I'm shaken but okay."
Moonee Ponds,-37.758239,144.926527,2014-02-21,STREET_HARASSMENT,"Broad daylight, near the shops, a passerby shouted offensive slurs outside a residential building. I called the police later."
Southbank,-37.831293,144.963283,2014-02-22,STREET_HARASSMENT,"Enjoying a coffee on the sidewalk, a group of teenagers cornered me and asked personal questions underneath a railway bridge. I reported it to a nearby officer."
Docklands,-37.824088,144.941152,2014-02-23,SEXUAL_ASSAULT,"During the evening rush, two men harassed me with sexually charged language near a bicycle path. I felt extremely intimidated."
Brunswick,-37.7649,144.967094,2014-02-23,UNWANTED_PHYSICAL_CONTACT,"Coming back from a night out, someone leaning against a wall tried to block my exit with their body along the bike path by the creek. I eventually lost them in the crowd."
Moonee Ponds,-37.772005,144.918004,2014-02-25,SEXUAL_ASSAULT,"During the evening rush, a stranger wearing a hoodie cornered me in a secluded spot in a quiet residential cul-de-sac. I moved to a better-lit area."
Kensington,-37.792941,144.92827,2014-02-25,UNWANTED_PHYSICAL_CONTACT,"While waiting for the tram, a cyclist who stopped suddenly attempted to snatch my phone in a quiet residential cul-de-sac. I called the police later."
Richmond,-37.817405,144.991619,2014-02-25,SEXUAL_ASSAULT,"Broad daylight, near the shops, a group of individuals tried to pull me toward a darker area in a poorly lit laneway. Thankfully, a bystander helped."
St Kilda,-37.870572,144.984485,2014-02-26,UNWANTED_PHYSICAL_CONTACT,"Broad daylight, near the shops, a person who seemed to be following me brushed against me multiple times near the entrance of a shopping centre. I called the police later."
Flemington,-37.778659,144.938554,2014-02-26,SEXUAL_ASSAULT,"Heading to the gym early, a group of individuals grabbed my waist without consent by the public restrooms. I reported it via a safety app."
Yarraville,-37.826177,144.889612,2014-02-26,SEXUAL_ASSAULT,"Returning books to the library, a cyclist who stopped suddenly forced an unwanted physical encounter near the entrance of a shopping centre. I reported it to a nearby officer."
Port Melbourne,-37.847841,144.937984,2014-02-26,UNWANTED_PHYSICAL_CONTACT,"Waiting for a rideshare to arrive, two men grabbed the back of my jacket near a historic monument. I won't be walking that way again."
East Melbourne,-37.814219,144.988138,2014-02-27,UNWANTED_PHYSICAL_CONTACT,"Just as the sun was setting, two men jostled me while standing in line at a crowded intersection. I eventually lost them in the crowd."
St Kilda,-37.857016,144.974035,2014-02-28,UNWANTED_PHYSICAL_CONTACT,"Taking a shortcut through a park, a person with their hood up stepped on the back of my shoes near the station entrance. Thankfully, a bystander helped."
North Melbourne,-37.808287,144.954285,2014-03-01,STREET_HARASSMENT,"Walking to my car, a person who seemed to be following me blocked my path while catcalling near the tram stop. Thankfully, a bystander helped."
Preston,-37.73002,145.008557,2014-03-02,SEXUAL_ASSAULT,"Just as the sun was setting, someone sitting on a park bench tried to pull me toward a darker area beside a row of parked cars. I called the police later."
Fitzroy,-37.803407,144.97033,2014-03-02,SEXUAL_ASSAULT,"Exploring the local market, a group of individuals cornered me in a secluded spot outside a 24-hour gym. I was left feeling vulnerable."
Abbotsford,-37.808592,144.993086,2014-03-02,SEXUAL_ASSAULT,"Checking my phone at the bus stop, a group of individuals attempted a forced physical interaction beside a row of parked cars. I reported it to a nearby officer."
Kensington,-37.801573,144.937583,2014-03-03,UNWANTED_PHYSICAL_CONTACT,"Just as the sun was setting, a cyclist who stopped suddenly grabbed my hand and wouldn't let go outside a 24-hour gym. I reported it via a safety app."
East Melbourne,-37.809855,144.996944,2014-03-06,SEXUAL_ASSAULT,"While walking home, someone on an e-scooter forced an unwanted physical encounter in the underground parking lot. I moved to a better-lit area."
Coburg,-37.741741,144.973196,2014-03-07,STREET_HARASSMENT,"Around midnight, an aggressive individual mimicked my movements mocking me near a historic monument. I reported it via a safety app."
Brunswick,-37.758947,144.957434,2014-03-07,STREET_HARASSMENT,"Passing by a construction site, an aggressive individual made inappropriate jokes outside a 7-Eleven. I felt extremely intimidated."
Southbank,-37.829464,144.963114,2014-03-08,STREET_HARASSMENT,"Enjoying a coffee on the sidewalk, a lone person shouted derogatory remarks near a historic monument. I called a friend immediately."
Port Melbourne,-37.828609,144.947804,2014-03-09,SEXUAL_ASSAULT,"Coming back from a night out, a couple arguing loudly made lewd comments while approaching near a historic monument. I kept my head down and ran."
Prahran,-37.860021,144.997114,2014-03-10,SEXUAL_ASSAULT,"Taking a shortcut through a park, a middle-aged man committed a physical assault along the Yarra River walk. No one intervened."
Abbotsford,-37.809239,145.008288,2014-03-10,UNWANTED_PHYSICAL_CONTACT,"After finishing dinner at a restaurant, a middle-aged man intentionally bumped into me near a bus shelter. I called the police later."
Footscray,-37.793313,144.907175,2014-03-11,STREET_HARASSMENT,"Browsing the shops on a busy Saturday, a couple arguing loudly blocked my path while catcalling in a quiet residential cul-de-sac. I eventually lost them in the crowd."
Footscray,-37.810239,144.90601,2014-03-11,UNWANTED_PHYSICAL_CONTACT,"Coming home from the night shift, someone leaning against a wall grabbed the back of my jacket underneath a railway bridge. I'm shaken but okay."
St Kilda,-37.864643,144.981555,2014-03-11,UNWANTED_PHYSICAL_CONTACT,"Heading to the gym early, a stranger wearing a hoodie tried to pull my bag near the entrance of a shopping centre. They eventually walked off."
Essendon,-37.758173,144.909059,2014-03-11,STREET_HARASSMENT,"Broad daylight, near the shops, a passerby cornered me and asked personal questions outside a residential building. I'm shaken but okay."
Northcote,-37.765682,145.004421,2014-03-13,STREET_HARASSMENT,"Meeting friends for drinks, a stranger asking for directions shouted nonsense to intimidate on the steps of the library. I called a friend immediately."
Melbourne CBD,-37.808007,144.952731,2014-03-13,STREET_HARASSMENT,"Enjoying a coffee on the sidewalk, a group of teenagers made persistent unwanted comments in a quiet residential cul-de-sac. I felt my heart racing."
Camberwell,-37.833601,145.066614,2014-03-14,STREET_HARASSMENT,"Coming back from a night out, someone leaning against a wall shouted offensive slurs outside a pub. I shouted at them to leave me alone."
Yarraville,-37.814712,144.889448,2014-03-14,SEXUAL_ASSAULT,"While walking home, a group of teenagers forced an unwanted physical encounter outside a pharmacy. Thankfully, a bystander helped."
Essendon,-37.751201,144.917002,2014-03-14,SEXUAL_ASSAULT,"Exploring the local market, a passerby engaged in non-consensual touching outside a 24-hour gym. I felt my heart racing."
North Melbourne,-37.800416,144.94394,2014-03-17,SEXUAL_ASSAULT,"Walking to my car, a cyclist who stopped suddenly engaged in indecent behavior outside a 7-Eleven. I tried to ignore them."
Collingwood,-37.811898,144.98284,2014-03-18,SEXUAL_ASSAULT,"On a quiet side street, a stranger asking for directions made lewd comments while approaching outside a popular cafe. I took a photo from a distance."
Carlton,-37.803642,144.960595,2014-03-22,UNWANTED_PHYSICAL_CONTACT,"During the evening rush, a lone person nudged me forcefully near a historic monument. I felt my heart racing."
Abbotsford,-37.799992,144.987546,2014-03-22,SEXUAL_ASSAULT,"Checking my phone at the bus stop, someone leaning against a wall made lewd comments while approaching in the middle of the park. I won't be walking that way again."
Docklands,-37.817166,144.95629,2014-03-23,SEXUAL_ASSAULT,"Just as the sun was setting, a couple arguing loudly engaged in non-consensual touching at the taxi rank. Thankfully, a bystander helped."
East Melbourne,-37.81325,144.988259,2014-03-23,STREET_HARASSMENT,"Walking the dog around the block, a middle-aged man made persistent unwanted comments near the tram stop. They eventually walked off."
Williamstown,-37.873378,144.894465,2014-03-24,SEXUAL_ASSAULT,"Walking the dog around the block, a passerby attempted a forced physical interaction near a bus shelter. I kept my head down and ran."
Elwood,-37.886327,144.991482,2014-03-24,UNWANTED_PHYSICAL_CONTACT,"Walking to my car, a stranger asking for directions pushed into my personal space along the Yarra River walk. I felt my heart racing."
Northcote,-37.769796,145.003176,2014-03-25,SEXUAL_ASSAULT,"Waiting for a rideshare to arrive, a person acting erratically reached out to touch me inappropriately on the steps of the library. Thankfully, a bystander helped."
St Kilda,-37.871587,144.983985,2014-03-25,STREET_HARASSMENT,"Taking a shortcut through a park, a group of teenagers shouted nonsense to intimidate near the ticket barriers. I felt extremely intimidated."
Brunswick,-37.778131,144.960038,2014-03-26,STREET_HARASSMENT,"Just after leaving the station, a group of individuals shouted derogatory remarks in a poorly lit laneway. They eventually walked off."
South Yarra,-37.832877,144.996054,2014-03-26,SEXUAL_ASSAULT,"While walking home, a woman in a reflective vest made explicit and unwanted advances in a quiet residential cul-de-sac. I eventually lost them in the crowd."
Brunswick,-37.75872,144.948577,2014-03-26,SEXUAL_ASSAULT,"After finishing dinner at a restaurant, someone sitting on a park bench made lewd comments while approaching outside a pub. I reported it to a nearby officer."
Kensington,-37.805739,144.936216,2014-03-28,SEXUAL_ASSAULT,"Browsing the shops on a busy Saturday, someone on an e-scooter tried to pull me toward a darker area near a bicycle path. I eventually lost them in the crowd."
Docklands,-37.815674,144.944798,2014-03-29,STREET_HARASSMENT,"Coming back from a night out, a group of individuals blocked my path while catcalling outside a popular cafe. I shouted at them to leave me alone."
St Kilda,-37.859673,144.972178,2014-03-29,SEXUAL_ASSAULT,"Returning books to the library, an individual who appeared intoxicated committed a physical assault in a poorly lit laneway. I tried to ignore them."
Moonee Ponds,-37.758196,144.926441,2014-03-29,STREET_HARASSMENT,"After finishing dinner at a restaurant, a person acting erratically followed me for several blocks in the middle of the park. I quickly ducked into a shop."
Docklands,-37.822472,144.953308,2014-03-30,UNWANTED_PHYSICAL_CONTACT,"While waiting for the tram, a delivery driver brushed against me multiple times underneath a railway bridge. No one intervened."
Preston,-37.729446,145.008337,2014-03-31,UNWANTED_PHYSICAL_CONTACT,"Returning books to the library, a middle-aged man attempted to snatch my phone in the underground parking lot. I felt very unsafe."
Williamstown,-37.859759,144.889113,2014-04-01,SEXUAL_ASSAULT,"After finishing dinner at a restaurant, a woman in a reflective vest tried to pull me toward a darker area near the station entrance. I tried to ignore them."
Moonee Ponds,-37.758555,144.917425,2014-04-02,STREET_HARASSMENT,"Just as the sun was setting, a couple arguing loudly mimicked my movements mocking me underneath a railway bridge. No one intervened."
St Kilda,-37.867004,144.972009,2014-04-02,UNWANTED_PHYSICAL_CONTACT,"Walking to my car, a stranger wearing a hoodie intentionally bumped into me near a deserted construction zone. I felt my heart racing."
South Yarra,-37.845641,144.988956,2014-04-03,STREET_HARASSMENT,"During the evening rush, someone on an e-scooter made inappropriate jokes in a poorly lit laneway. No one intervened."
Thornbury,-37.762692,144.994866,2014-04-04,SEXUAL_ASSAULT,"Taking a shortcut through a park, a group of teenagers cornered me in a secluded spot beside a row of parked cars. I felt very unsafe."
Preston,-37.74966,144.999464,2014-04-05,UNWANTED_PHYSICAL_CONTACT,"Passing by a construction site, two men intentionally bumped into me in the middle of the park. They eventually walked off."
Hawthorn,-37.819588,145.027826,2014-04-05,SEXUAL_ASSAULT,"Exploring the local market, a stranger asking for directions engaged in non-consensual touching near the tram stop. I took a photo from a distance."
East Melbourne,-37.819975,144.981623,2014-04-05,SEXUAL_ASSAULT,"Just after leaving the station, a group of teenagers pinned me against a wall briefly in the middle of the park. I kept my head down and ran."
Melbourne CBD,-37.812431,144.962854,2014-04-06,SEXUAL_ASSAULT,"Meeting friends for drinks, a person with their hood up forced an unwanted physical encounter near a bicycle path. I moved to a better-lit area."
Hawthorn,-37.824051,145.036407,2014-04-08,SEXUAL_ASSAULT,"Just after leaving the station, an individual who appeared intoxicated cornered me in a secluded spot near the tram stop. I called the police later."
Abbotsford,-37.802991,145.003319,2014-04-08,UNWANTED_PHYSICAL_CONTACT,"On a quiet side street, a cyclist who stopped suddenly attempted to snatch my phone beside a row of parked cars. I was left feeling vulnerable."
Flemington,-37.786031,144.916853,2014-04-11,SEXUAL_ASSAULT,"Broad daylight, near the shops, a group of individuals groped me in the middle of the crowd near a deserted construction zone. I felt my heart racing."
Hawthorn,-37.818948,145.037655,2014-04-12,UNWANTED_PHYSICAL_CONTACT,"Waiting for a rideshare to arrive, a passerby pushed past me aggressively in a quiet residential cul-de-sac. They eventually walked off."
Fitzroy,-37.809788,144.975641,2014-04-12,SEXUAL_ASSAULT,"Meeting friends for drinks, a stranger wearing a hoodie made lewd comments while approaching near the entrance of a shopping centre. I called the police later."
Carlton,-37.804338,144.967401,2014-04-13,SEXUAL_ASSAULT,"Walking the dog around the block, a couple arguing loudly forced an unwanted physical encounter near the ticket barriers. I called a friend immediately."
Brunswick,-37.772106,144.963327,2014-04-14,SEXUAL_ASSAULT,"Enjoying a coffee on the sidewalk, a delivery driver engaged in non-consensual touching in a poorly lit laneway. I felt extremely intimidated."
Thornbury,-37.765802,145.000172,2014-04-14,STREET_HARASSMENT,"Coming home from the night shift, someone on an e-scooter made inappropriate jokes near a bicycle path. I managed to run away."
Port Melbourne,-37.830726,144.932117,2014-04-14,SEXUAL_ASSAULT,"Taking a shortcut through a park, an individual who appeared intoxicated groped me in the middle of the crowd in the underground parking lot. I felt very unsafe."
Brunswick,-37.777711,144.954266,2014-04-14,STREET_HARASSMENT,"While waiting for the tram, a couple arguing loudly cornered me and asked personal questions along the bike path by the creek. I'm shaken but okay."
Fitzroy,-37.792705,144.98404,2014-04-14,UNWANTED_PHYSICAL_CONTACT,"Meeting friends for drinks, a delivery driver jostled me while standing in line outside a popular cafe. I shouted at them to leave me alone."
Yarraville,-37.808703,144.887512,2014-04-15,SEXUAL_ASSAULT,"While waiting for the tram, a group of teenagers engaged in indecent behavior outside a popular cafe. I tried to ignore them."
St Kilda,-37.857189,144.993829,2014-04-15,STREET_HARASSMENT,"Waiting for a rideshare to arrive, a stranger asking for directions engaged in intimidating verbal behavior outside a pub. I was left feeling vulnerable."
Collingwood,-37.798162,144.97954,2014-04-16,STREET_HARASSMENT,"Just as the sun was setting, someone sitting on a park bench tried to engage in unwanted conversation outside a popular cafe. I felt very unsafe."
Moonee Ponds,-37.769302,144.92082,2014-04-16,UNWANTED_PHYSICAL_CONTACT,"Just as the sun was setting, a passerby tugged on my backpack in the underground parking lot. I kept my head down and ran."
Essendon,-37.76036,144.907867,2014-04-17,STREET_HARASSMENT,"Browsing the shops on a busy Saturday, a passerby was filming me without consent near a bicycle path. No one intervened."
Moonee Ponds,-37.776658,144.917896,2014-04-17,STREET_HARASSMENT,"Walking to my car, someone sitting on a park bench shouted nonsense to intimidate outside a 24-hour gym. I shouted at them to leave me alone."
Southbank,-37.826364,144.96452,2014-04-18,STREET_HARASSMENT,"During the evening rush, a person with their hood up followed me for several blocks outside a residential building. I felt very unsafe."
Melbourne CBD,-37.802512,144.964908,2014-04-19,UNWANTED_PHYSICAL_CONTACT,"Coming home from the night shift, a middle-aged man tried to pull my bag near the ticket barriers. I kept my head down and ran."
Flemington,-37.784456,144.929983,2014-04-21,STREET_HARASSMENT,"Walking the dog around the block, a stranger asking for directions tried to engage in unwanted conversation on the steps of the library. I shouted at them to leave me alone."
Richmond,-37.833414,144.99839,2014-04-22,STREET_HARASSMENT,"Returning books to the library, two men was filming me without consent at the taxi rank. I called a friend immediately."
Melbourne CBD,-37.813757,144.972673,2014-04-22,UNWANTED_PHYSICAL_CONTACT,"Meeting friends for drinks, a person acting erratically tried to pull my bag near the ticket barriers. I was left feeling vulnerable."
Elwood,-37.869996,144.99613,2014-04-23,UNWANTED_PHYSICAL_CONTACT,"Waiting for a rideshare to arrive, a passerby stepped on the back of my shoes at the taxi rank. I managed to run away."
Elwood,-37.873315,144.987189,2014-04-23,UNWANTED_PHYSICAL_CONTACT,"During the evening rush, a group of skaters grabbed my hand and wouldn't let go outside a 7-Eleven. I tried to ignore them."
Carlton,-37.809369,144.969152,2014-04-24,UNWANTED_PHYSICAL_CONTACT,"Walking the dog around the block, two men nudged me forcefully near a historic monument. I called a friend immediately."
Richmond,-37.821984,144.999075,2014-04-25,SEXUAL_ASSAULT,"After finishing dinner at a restaurant, a group of teenagers groped me in the middle of the crowd along the Yarra River walk. I reported it to a nearby officer."
Fitzroy,-37.794451,144.979587,2014-04-25,STREET_HARASSMENT,"During the evening rush, a woman in a reflective vest refused to let me pass while staring near the ticket barriers. Thankfully, a bystander helped."
Toorak,-37.845206,145.004828,2014-04-26,UNWANTED_PHYSICAL_CONTACT,"After finishing dinner at a restaurant, a delivery driver grabbed my hand and wouldn't let go near the station entrance. I felt my heart racing."
North Melbourne,-37.811,144.943007,2014-04-26,STREET_HARASSMENT,"Exploring the local market, a woman in a reflective vest mocked my appearance loudly near the tram stop. I reported it via a safety app."
Thornbury,-37.758018,144.998474,2014-04-27,UNWANTED_PHYSICAL_CONTACT,"After finishing dinner at a restaurant, a delivery driver brushed against me multiple times near the entrance of a shopping centre. I eventually lost them in the crowd."
Hawthorn,-37.811815,145.026475,2014-04-27,STREET_HARASSMENT,"Broad daylight, near the shops, a person with their hood up engaged in intimidating verbal behavior in a quiet residential cul-de-sac. I called a friend immediately."
Williamstown,-37.856077,144.904157,2014-04-27,UNWANTED_PHYSICAL_CONTACT,"Commuting during the morning rush, a person with their hood up brushed against me multiple times near a bicycle path. I reported it to a nearby officer."
Coburg,-37.733008,144.968792,2014-04-28,UNWANTED_PHYSICAL_CONTACT,"Checking my phone at the bus stop, a lone person brushed against me multiple times near the ticket barriers. I shouted at them to leave me alone."
East Melbourne,-37.803736,144.985315,2014-04-29,SEXUAL_ASSAULT,"Passing by a construction site, a stranger asking for directions attempted a forced physical interaction outside a pub. They eventually walked off."
Toorak,-37.836561,145.004922,2014-04-29,UNWANTED_PHYSICAL_CONTACT,"Walking to my car, someone on an e-scooter tried to pull my bag outside a supermarket. I moved to a better-lit area."
Carlton,-37.79602,144.977435,2014-04-30,STREET_HARASSMENT,"Meeting friends for drinks, two men threatened to follow me home underneath a railway bridge. I called the police later."
Preston,-37.741729,145.002996,2014-05-01,STREET_HARASSMENT,"Walking the dog around the block, a lone person refused to let me pass while staring outside a 7-Eleven. I eventually lost them in the crowd."
Abbotsford,-37.81308,144.991773,2014-05-01,UNWANTED_PHYSICAL_CONTACT,"Waiting for a rideshare to arrive, two men attempted to snatch my phone near the station entrance. They eventually walked off."
Hawthorn,-37.829539,145.032412,2014-05-02,STREET_HARASSMENT,"Coming back from a night out, a woman in a reflective vest whistled and made suggestive gestures at a crowded intersection. I moved to a better-lit area."
Camberwell,-37.825015,145.050473,2014-05-02,STREET_HARASSMENT,"On a quiet side street, an individual who appeared intoxicated used aggressive language in a poorly lit laneway. I kept my head down and ran."
North Melbourne,-37.789197,144.95565,2014-05-03,STREET_HARASSMENT,"Browsing the shops on a busy Saturday, a passerby threatened to follow me home near a bicycle path. I'm shaken but okay."
