latitude,longitude,date,type
-37.7193,145.0404,2026-02-06,ASSAULT
-37.7485,145.0801,2026-02-08,STREET_HARASSMENT
-37.7358,145.0401,2026-02-08,UNWANTED_PHYSICAL_CONTACT
-37.7314,145.0675,2026-02-09,SEXUAL_ASSAULT
-37.7124,145.067,2026-02-09,SEXUAL_ASSAULT
-37.7098,145.0645,2026-02-09,UNWANTED_PHYSICAL_CONTACT
-37.7378,145.0559,2026-02-11,UNWANTED_PHYSICAL_CONTACT
-37.7483,145.0777,2026-02-11,STREET_HARASSMENT
-37.7293,145.095,2026-02-12,UNWANTED_PHYSICAL_CONTACT
-37.7624,145.0835,2026-02-13,UNWANTED_PHYSICAL_CONTACT
-37.7506,145.0453,2026-02-13,STREET_HARASSMENT
-37.7193,145.0788,2026-02-13,SEXUAL_ASSAULT
-37.7659,145.0596,2026-02-13,VANDALISM
-37.729,145.0899,2026-02-14,STREET_HARASSMENT
-37.762,145.0734,2026-02-15,ROBBERY
-37.7633,145.0808,2026-02-16,THEFT
-37.7306,145.0993,2026-02-16,STREET_HARASSMENT
-37.7309,145.0733,2026-02-17,STREET_HARASSMENT
-37.7086,145.0552,2026-02-17,STREET_HARASSMENT
-37.7389,145.07,2026-02-18,UNWANTED_PHYSICAL_CONTACT
-37.741,145.0465,2026-02-19,STREET_HARASSMENT
-37.7083,145.0736,2026-02-20,STREET_HARASSMENT
-37.7327,145.0853,2026-02-21,UNWANTED_PHYSICAL_CONTACT
-37.7694,145.0442,2026-02-22,SEXUAL_ASSAULT
-37.7,145.0935,2026-02-22,ROBBERY
-37.7247,145.0959,2026-02-22,UNWANTED_PHYSICAL_CONTACT
-37.7223,145.0569,2026-02-26,THEFT
-37.6952,145.0989,2026-02-27,VANDALISM
-37.7071,145.0577,2026-02-27,STREET_HARASSMENT
-37.7278,145.0787,2026-03-01,UNWANTED_PHYSICAL_CONTACT
-37.7247,145.0714,2026-03-01,UNWANTED_PHYSICAL_CONTACT
-37.7027,145.0637,2026-03-01,STREET_HARASSMENT
-37.7372,145.0803,2026-03-01,ROBBERY
-37.723,145.0829,2026-03-02,SEXUAL_ASSAULT
-37.76,145.0916,2026-03-02,SEXUAL_ASSAULT
-37.7685,145.0869,2026-03-03,UNWANTED_PHYSICAL_CONTACT
-37.7221,145.0973,2026-03-03,SEXUAL_ASSAULT
-37.755,145.0425,2026-03-03,STREET_HARASSMENT
-37.7611,145.0436,2026-03-06,SEXUAL_ASSAULT
-37.7323,145.0932,2026-03-07,STREET_HARASSMENT
-37.706,145.059,2026-03-07,STREET_HARASSMENT
-37.7253,145.0745,2026-03-08,STREET_HARASSMENT
-37.7067,145.0519,2026-03-09,UNWANTED_PHYSICAL_CONTACT
-37.7283,145.0731,2026-03-09,UNWANTED_PHYSICAL_CONTACT
-37.7018,145.0469,2026-03-12,ROBBERY
-37.7166,145.055,2026-03-13,VANDALISM
-37.7415,145.0929,2026-03-15,ASSAULT
-37.7499,145.096,2026-03-16,STREET_HARASSMENT
-37.7648,145.0408,2026-03-17,SEXUAL_ASSAULT
-37.7335,145.0627,2026-03-18,ROBBERY
-37.7096,145.0816,2026-03-19,STREET_HARASSMENT
-37.7426,145.0675,2026-03-20,ASSAULT
-37.7401,145.0722,2026-03-22,ASSAULT
-37.7643,145.0447,2026-03-24,UNWANTED_PHYSICAL_CONTACT
-37.7588,145.0808,2026-03-24,STREET_HARASSMENT
-37.7251,145.0439,2026-03-24,VANDALISM
-37.7633,145.0484,2026-03-24,STREET_HARASSMENT
-37.7434,145.0779,2026-03-26,STREET_HARASSMENT
-37.7075,145.0784,2026-03-26,STREET_HARASSMENT
-37.7113,145.0479,2026-03-28,STREET_HARASSMENT
-37.7332,145.0487,2026-03-29,UNWANTED_PHYSICAL_CONTACT
-37.7613,145.0528,2026-03-30,THEFT
-37.7025,145.0715,2026-03-31,ASSAULT
-37.7629,145.0934,2026-04-01,STREET_HARASSMENT
-37.7366,145.051,2026-04-02,UNWANTED_PHYSICAL_CONTACT
-37.7344,145.0694,2026-04-03,ASSAULT
-37.7582,145.0711,2026-04-03,VANDALISM
-37.6962,145.0501,2026-04-04,SUSPICIOUS_ACTIVITY
