suburb,latitude,longitude,date,type,description
Cranbourne,-38.119553,145.273879,2023-11-01,UNWANTED_PHYSICAL_CONTACT,"Broad daylight, near the shops, a middle-aged man brushed against me multiple times outside a 24-hour gym. Thankfully, a bystander helped."
Cheltenham,-37.966185,145.076091,2023-11-02,UNWANTED_PHYSICAL_CONTACT,"Enjoying a coffee on the sidewalk, a middle-aged man grabbed my hand and wouldn't let go in the underground parking lot. I quickly ducked into a shop."
Healesville,-37.654279,145.498193,2023-11-02,UNWANTED_PHYSICAL_CONTACT,"Walking to my car, a stranger wearing a hoodie grabbed my arm outside a local pub. I won't be walking that way again."
Carlton,-37.823615,144.967664,2023-11-02,SEXUAL_ASSAULT,"Passing by a construction site, a delivery driver engaged in non-consensual touching near the station car park. I felt very unsafe."
Pakenham,-38.078591,145.485937,2023-11-03,STREET_HARASSMENT,"Browsing the shops on a busy Saturday, an aggressive individual shouted derogatory remarks outside a local pub. I'm shaken but okay."
Frankston,-38.132799,145.135776,2023-11-03,STREET_HARASSMENT,"Coming back from a night out, a lone person shouted offensive slurs in the middle of the park. I quickly ducked into a shop."
St Kilda,-37.864154,144.986783,2023-11-04,UNWANTED_PHYSICAL_CONTACT,"Enjoying a coffee on the sidewalk, someone on an e-scooter tried to pull my bag outside a supermarket. I managed to run away."
Footscray,-37.792761,144.900945,2023-11-05,STREET_HARASSMENT,"Just after leaving the station, a stranger wearing a hoodie blocked my path while catcalling near the station car park. They eventually walked off."
Footscray,-37.799983,144.885862,2023-11-06,STREET_HARASSMENT,"While waiting for the tram, a cyclist who stopped suddenly shouted offensive slurs in the middle of the park. I called a friend immediately."
Mornington,-38.196733,145.039596,2023-11-07,STREET_HARASSMENT,"After finishing dinner at a restaurant, an individual who appeared intoxicated shouted derogatory remarks outside a local pub. I eventually lost them in the crowd."
Sunshine,-37.781898,144.833444,2023-11-08,SEXUAL_ASSAULT,"Walking the dog around the block, two men engaged in non-consensual touching outside a 7-Eleven. I quickly ducked into a shop."
Dandenong,-37.983609,145.204793,2023-11-10,SEXUAL_ASSAULT,"Walking the dog around the block, a cyclist who stopped suddenly violated personal space aggressively near the entrance of a shopping centre. I felt very unsafe."
Brighton,-37.914586,145.014532,2023-11-10,UNWANTED_PHYSICAL_CONTACT,"Just after leaving the station, a group of individuals attempted to snatch my phone by the public restrooms. I reported it to a nearby officer."
Cheltenham,-37.980395,145.044812,2023-11-11,UNWANTED_PHYSICAL_CONTACT,"Waiting for a rideshare to arrive, a group of individuals pushed past me aggressively near the ticket barriers. Thankfully, a bystander helped."
Sunshine,-37.759301,144.854738,2023-11-13,STREET_HARASSMENT,"Exploring the local market, a cyclist who stopped suddenly cornered me and asked personal questions near a bicycle path. I reported it via a safety app."
Belgrave,-37.933078,145.337598,2023-11-15,SEXUAL_ASSAULT,"Just after leaving the station, a delivery driver committed a physical assault in the underground parking lot. I managed to run away."
Lilydale,-37.728462,145.346548,2023-11-16,UNWANTED_PHYSICAL_CONTACT,"Walking to my car, a middle-aged man tried to pull my bag near the entrance of a shopping centre. I called a friend immediately."
Craigieburn,-37.612538,144.892379,2023-11-16,STREET_HARASSMENT,"Around midnight, a stranger wearing a hoodie shouted offensive slurs by the public restrooms. They eventually walked off."
Lilydale,-37.765877,145.34536,2023-11-18,STREET_HARASSMENT,"Enjoying a coffee on the sidewalk, a person who seemed to be following me blocked my path while catcalling in a poorly lit laneway. I tried to ignore them."
Craigieburn,-37.605253,144.890704,2023-11-21,SEXUAL_ASSAULT,"During the evening rush, a group of individuals engaged in non-consensual touching in the underground parking lot. I'm shaken but okay."
Melton,-37.688562,144.570539,2023-11-21,UNWANTED_PHYSICAL_CONTACT,"Browsing the shops on a busy Saturday, an individual who appeared intoxicated pushed past me aggressively near the station car park. Thankfully, a bystander helped."
Lilydale,-37.761393,145.346784,2023-11-22,STREET_HARASSMENT,"After finishing dinner at a restaurant, a cyclist who stopped suddenly cornered me and asked personal questions near a bicycle path. I tried to ignore them."
Box Hill,-37.83737,145.124159,2023-11-22,SEXUAL_ASSAULT,"While walking home, a passerby engaged in non-consensual touching in a poorly lit laneway. No one intervened."
Belgrave,-37.901791,145.344415,2023-11-23,STREET_HARASSMENT,"Passing by a construction site, a delivery driver cornered me and asked personal questions at a crowded intersection. I'm shaken but okay."
Werribee,-37.893608,144.668507,2023-11-23,SEXUAL_ASSAULT,"Heading to the gym early, someone on an e-scooter exposed themselves in public in the middle of the park. I eventually lost them in the crowd."
Mornington,-38.226716,145.058733,2023-11-24,UNWANTED_PHYSICAL_CONTACT,"Exploring the local market, a person acting erratically tried to pull my bag along the main road. I tried to ignore them."
Pakenham,-38.092707,145.482492,2023-11-24,UNWANTED_PHYSICAL_CONTACT,"Browsing the shops on a busy Saturday, a delivery driver brushed against me multiple times outside a 7-Eleven. They eventually walked off."
Frankston,-38.143878,145.129998,2023-11-27,STREET_HARASSMENT,"Exploring the local market, someone on an e-scooter cornered me and asked personal questions in a poorly lit laneway. I quickly ducked into a shop."
Sunshine,-37.764383,144.824847,2023-11-28,STREET_HARASSMENT,"Checking my phone at the bus stop, a stranger wearing a hoodie blocked my path while catcalling outside a supermarket. I felt very unsafe."
Coburg,-37.749956,144.981776,2023-11-28,UNWANTED_PHYSICAL_CONTACT,"Exploring the local market, a person acting erratically attempted to snatch my phone near the station entrance. I eventually lost them in the crowd."
Hurstbridge,-37.652203,145.214627,2023-11-28,SEXUAL_ASSAULT,"Just as the sun was setting, two men violated personal space aggressively near a bicycle path. Thankfully, a bystander helped."
Melton,-37.697353,144.560232,2023-11-28,SEXUAL_ASSAULT,"Taking a shortcut through a park, a lone person committed a physical assault outside a 7-Eleven. I called a friend immediately."
Healesville,-37.638387,145.5151,2023-11-28,UNWANTED_PHYSICAL_CONTACT,"Exploring the local market, a passerby attempted to snatch my phone outside a supermarket. I tried to ignore them."
Frankston,-38.136277,145.141373,2023-11-28,STREET_HARASSMENT,"On a quiet side street, two men engaged in intimidating verbal behavior in the underground parking lot. I managed to run away."
Point Cook,-37.907385,144.773214,2023-11-29,UNWANTED_PHYSICAL_CONTACT,"Exploring the local market, an individual who appeared intoxicated pushed past me aggressively near the entrance of a shopping centre. I felt very unsafe."
Hurstbridge,-37.643598,145.189037,2023-11-30,SEXUAL_ASSAULT,"Heading to the gym early, a group of individuals tried to pull me toward a darker area near the ticket barriers. Thankfully, a bystander helped."
Belgrave,-37.910174,145.359471,2023-11-30,SEXUAL_ASSAULT,"Walking the dog around the block, someone on an e-scooter engaged in non-consensual touching near a bicycle path. I reported it via a safety app."
Box Hill,-37.844855,145.122009,2023-11-30,UNWANTED_PHYSICAL_CONTACT,"Around midnight, a passerby pushed past me aggressively outside a supermarket. They eventually walked off."
Brighton,-37.880158,144.972067,2023-11-30,SEXUAL_ASSAULT,"Coming back from a night out, a middle-aged man groped me in the middle of the crowd near the station car park. No one intervened."
St Albans,-37.7634,144.8068,2023-12-02,SEXUAL_ASSAULT,"Taking a shortcut through a park, a cyclist who stopped suddenly committed a physical assault outside a residential building. I reported it via a safety app."
Broadmeadows,-37.656623,144.909239,2023-12-02,UNWANTED_PHYSICAL_CONTACT,"While waiting for the tram, a cyclist who stopped suddenly attempted to snatch my phone near the entrance of a shopping centre. No one intervened."
Healesville,-37.633407,145.509512,2023-12-03,STREET_HARASSMENT,"Browsing the shops on a busy Saturday, someone on an e-scooter engaged in intimidating verbal behavior at a crowded intersection. I managed to run away."
Ringwood,-37.796652,145.206166,2023-12-04,SEXUAL_ASSAULT,"Walking to my car, a cyclist who stopped suddenly made explicit and unwanted advances near the ticket barriers. Thankfully, a bystander helped."
Belgrave,-37.929959,145.353289,2023-12-05,UNWANTED_PHYSICAL_CONTACT,"While waiting for the tram, a passerby pushed past me aggressively at a crowded intersection. No one intervened."
Epping,-37.654586,145.03176,2023-12-05,STREET_HARASSMENT,"During the evening rush, a passerby shouted offensive slurs in a poorly lit laneway. I called a friend immediately."
Sunshine,-37.800634,144.850679,2023-12-06,UNWANTED_PHYSICAL_CONTACT,"Walking to my car, a person acting erratically grabbed my arm near the edge of the bushland. I reported it via a safety app."
Lilydale,-37.732843,145.326768,2023-12-06,UNWANTED_PHYSICAL_CONTACT,"Exploring the local market, two men grabbed my hand and wouldn't let go at a crowded intersection. I called a friend immediately."
Sunshine,-37.769133,144.819987,2023-12-07,STREET_HARASSMENT,"While waiting for the tram, an individual who appeared intoxicated followed me for several blocks near the station entrance. I tried to ignore them."
Craigieburn,-37.594522,144.892598,2023-12-09,STREET_HARASSMENT,"Heading to the gym early, someone on an e-scooter cornered me and asked personal questions in the underground parking lot. I managed to run away."
Coburg,-37.724271,144.948709,2023-12-10,SEXUAL_ASSAULT,"Waiting for a rideshare to arrive, an individual who appeared intoxicated made explicit and unwanted advances by the public restrooms. I reported it via a safety app."
Point Cook,-37.920016,144.769531,2023-12-12,SEXUAL_ASSAULT,"Walking to my car, a cyclist who stopped suddenly tried to pull me toward a darker area outside a residential building. I reported it to a nearby officer."
Belgrave,-37.891709,145.370763,2023-12-13,UNWANTED_PHYSICAL_CONTACT,"Browsing the shops on a busy Saturday, a person who seemed to be following me attempted to snatch my phone near a bicycle path. They eventually walked off."
Melton,-37.698594,144.596913,2023-12-13,STREET_HARASSMENT,"Checking my phone at the bus stop, an aggressive individual blocked my path while catcalling outside a 7-Eleven. I'm shaken but okay."
Box Hill,-37.800374,145.119047,2023-12-14,STREET_HARASSMENT,"Browsing the shops on a busy Saturday, a lone person shouted derogatory remarks at a crowded intersection. I felt very unsafe."
Craigieburn,-37.596934,144.913319,2023-12-14,SEXUAL_ASSAULT,"After finishing dinner at a restaurant, a lone person violated personal space aggressively near the station car park. I tried to ignore them."
Belgrave,-37.924791,145.36989,2023-12-15,SEXUAL_ASSAULT,"Coming back from a night out, someone on an e-scooter exposed themselves in public in the underground parking lot. Thankfully, a bystander helped."
Cranbourne,-38.109379,145.287849,2023-12-16,SEXUAL_ASSAULT,"Exploring the local market, a lone person groped me in the middle of the crowd outside a local pub. I reported it to a nearby officer."
Whittlesea,-37.518387,145.111543,2023-12-18,STREET_HARASSMENT,"Coming back from a night out, two men engaged in intimidating verbal behavior outside a supermarket. I reported it to a nearby officer."
Sunshine,-37.781922,144.82829,2023-12-18,SEXUAL_ASSAULT,"Exploring the local market, a person acting erratically groped me in the middle of the crowd near a bicycle path. I managed to run away."
Box Hill,-37.797766,145.119763,2023-12-18,STREET_HARASSMENT,"Enjoying a coffee on the sidewalk, a group of individuals made persistent unwanted comments by the public restrooms. Thankfully, a bystander helped."
Sunshine,-37.791164,144.83348,2023-12-20,UNWANTED_PHYSICAL_CONTACT,"Exploring the local market, a person who seemed to be following me tried to pull my bag at a crowded intersection. I tried to ignore them."
Lilydale,-37.735393,145.340234,2023-12-21,STREET_HARASSMENT,"While waiting for the tram, a delivery driver made persistent unwanted comments in the underground parking lot. I tried to ignore them."
Whittlesea,-37.508909,145.135062,2023-12-21,UNWANTED_PHYSICAL_CONTACT,"Browsing the shops on a busy Saturday, a lone person attempted to snatch my phone near the station entrance. I tried to ignore them."
Box Hill,-37.807196,145.121901,2023-12-22,UNWANTED_PHYSICAL_CONTACT,"After finishing dinner at a restaurant, a stranger wearing a hoodie attempted to snatch my phone at a crowded intersection. I managed to run away."
Epping,-37.643353,145.030833,2023-12-23,STREET_HARASSMENT,"Just after leaving the station, a lone person cornered me and asked personal questions outside a 7-Eleven. I called a friend immediately."
Werribee,-37.909546,144.678253,2023-12-24,UNWANTED_PHYSICAL_CONTACT,"Just after leaving the station, a group of individuals brushed against me multiple times outside a 24-hour gym. I managed to run away."
Frankston,-38.11523,145.111076,2023-12-26,STREET_HARASSMENT,"Broad daylight, near the shops, someone on an e-scooter blocked my path while catcalling near the ticket barriers. I called a friend immediately."
Tarneit,-37.809104,144.677282,2023-12-26,SEXUAL_ASSAULT,"Heading to the gym early, a delivery driver exposed themselves in public in the underground parking lot. I tried to ignore them."
Cheltenham,-37.954668,145.08018,2023-12-29,SEXUAL_ASSAULT,"Heading to the gym early, a group of individuals exposed themselves in public near the edge of the bushland. I quickly ducked into a shop."
Melton,-37.674904,144.602801,2023-12-29,SEXUAL_ASSAULT,"Taking a shortcut through a park, an aggressive individual committed a physical assault at a crowded intersection. I managed to run away."
Cranbourne,-38.096458,145.302786,2023-12-31,SEXUAL_ASSAULT,"Checking my phone at the bus stop, an aggressive individual made explicit and unwanted advances outside a supermarket. I eventually lost them in the crowd."
Dandenong,-37.958628,145.219363,2024-01-01,STREET_HARASSMENT,"While walking home, a person acting erratically followed me for several blocks near the entrance of a shopping centre. I eventually lost them in the crowd."
Broadmeadows,-37.676949,144.895346,2024-01-05,UNWANTED_PHYSICAL_CONTACT,"Around midnight, a person who seemed to be following me tried to pull my bag outside a 7-Eleven. I called a friend immediately."
Mornington,-38.203426,145.062518,2024-01-06,STREET_HARASSMENT,"Passing by a construction site, two men cornered me and asked personal questions outside a supermarket. I quickly ducked into a shop."
Mornington,-38.22265,145.053271,2024-01-06,STREET_HARASSMENT,"Walking to my car, a stranger wearing a hoodie engaged in intimidating verbal behavior outside a 7-Eleven. I won't be walking that way again."
Lilydale,-37.747328,145.343621,2024-01-07,STREET_HARASSMENT,"Just after leaving the station, a passerby followed me for several blocks in a poorly lit laneway. I quickly ducked into a shop."
Carlton,-37.824236,144.974293,2024-01-09,STREET_HARASSMENT,"After finishing dinner at a restaurant, a cyclist who stopped suddenly made persistent unwanted comments near the station entrance. I won't be walking that way again."
Cheltenham,-37.936759,145.051543,2024-01-09,STREET_HARASSMENT,"Taking a shortcut through a park, a group of teenagers blocked my path while catcalling near the station entrance. They eventually walked off."
Ferntree Gully,-37.867943,145.310095,2024-01-10,STREET_HARASSMENT,"Coming back from a night out, a person who seemed to be following me followed me for several blocks near a bicycle path. Thankfully, a bystander helped."
Cranbourne,-38.114149,145.267327,2024-01-10,UNWANTED_PHYSICAL_CONTACT,"Waiting for a rideshare to arrive, a group of individuals brushed against me multiple times in a poorly lit laneway. I eventually lost them in the crowd."
Craigieburn,-37.595058,144.890889,2024-01-11,UNWANTED_PHYSICAL_CONTACT,"On a quiet side street, a passerby brushed against me multiple times near the edge of the bushland. Thankfully, a bystander helped."
Cranbourne,-38.122658,145.295528,2024-01-12,UNWANTED_PHYSICAL_CONTACT,"Just as the sun was setting, a group of individuals pushed past me aggressively outside a residential building. I quickly ducked into a shop."
Mornington,-38.222244,145.043802,2024-01-13,STREET_HARASSMENT,"On a quiet side street, a cyclist who stopped suddenly followed me for several blocks near the edge of the bushland. No one intervened."
Sunshine,-37.780183,144.840982,2024-01-14,UNWANTED_PHYSICAL_CONTACT,"Passing by a construction site, a stranger wearing a hoodie grabbed my arm along the main road. I won't be walking that way again."
Mornington,-38.213137,145.058794,2024-01-14,UNWANTED_PHYSICAL_CONTACT,"Checking my phone at the bus stop, an individual who appeared intoxicated grabbed my arm near the ticket barriers. I tried to ignore them."
Healesville,-37.659059,145.491468,2024-01-15,SEXUAL_ASSAULT,"Coming back from a night out, a lone person engaged in non-consensual touching outside a 24-hour gym. I called a friend immediately."
Werribee,-37.886331,144.666891,2024-01-15,SEXUAL_ASSAULT,"While waiting for the tram, a stranger wearing a hoodie engaged in non-consensual touching by the public restrooms. I felt very unsafe."
Lilydale,-37.770581,145.344021,2024-01-17,SEXUAL_ASSAULT,"On a quiet side street, a cyclist who stopped suddenly groped me in the middle of the crowd near the station car park. No one intervened."
Cheltenham,-37.977243,145.083851,2024-01-19,STREET_HARASSMENT,"While walking home, a lone person made persistent unwanted comments outside a supermarket. I'm shaken but okay."
Whittlesea,-37.50473,145.116731,2024-01-21,UNWANTED_PHYSICAL_CONTACT,"On a quiet side street, a middle-aged man pushed past me aggressively near the station entrance. They eventually walked off."
Coburg,-37.722112,144.945273,2024-01-22,UNWANTED_PHYSICAL_CONTACT,"While walking home, a stranger wearing a hoodie intentionally bumped into me at a crowded intersection. Thankfully, a bystander helped."
Craigieburn,-37.606755,144.91105,2024-01-23,SEXUAL_ASSAULT,"Just as the sun was setting, a stranger wearing a hoodie groped me in the middle of the crowd in the underground parking lot. I eventually lost them in the crowd."
Richmond,-37.839301,145.003144,2024-01-23,STREET_HARASSMENT,"Exploring the local market, a group of teenagers cornered me and asked personal questions outside a supermarket. They eventually walked off."
Ferntree Gully,-37.893418,145.288311,2024-01-24,UNWANTED_PHYSICAL_CONTACT,"Passing by a construction site, a group of teenagers grabbed my arm near the station entrance. I eventually lost them in the crowd."
Point Cook,-37.936493,144.737963,2024-01-26,STREET_HARASSMENT,"Walking the dog around the block, a middle-aged man followed me for several blocks outside a local pub. I eventually lost them in the crowd."
Belgrave,-37.93149,145.363744,2024-01-27,SEXUAL_ASSAULT,"Enjoying a coffee on the sidewalk, an aggressive individual exposed themselves in public near the entrance of a shopping centre. I reported it to a nearby officer."
Belgrave,-37.92494,145.326603,2024-01-27,SEXUAL_ASSAULT,"Just as the sun was setting, a passerby committed a physical assault near the entrance of a shopping centre. I eventually lost them in the crowd."
Epping,-37.666559,145.047785,2024-01-29,SEXUAL_ASSAULT,"Exploring the local market, an aggressive individual engaged in non-consensual touching outside a residential building. I'm shaken but okay."
Pakenham,-38.057322,145.475079,2024-01-29,SEXUAL_ASSAULT,"Browsing the shops on a busy Saturday, a lone person groped me in the middle of the crowd near the station car park. I reported it to a nearby officer."
St Kilda,-37.843377,144.961079,2024-02-01,UNWANTED_PHYSICAL_CONTACT,"Taking a shortcut through a park, someone on an e-scooter brushed against me multiple times near the ticket barriers. I reported it to a nearby officer."
Box Hill,-37.831756,145.121985,2024-02-02,STREET_HARASSMENT,"Coming home from the night shift, someone on an e-scooter made persistent unwanted comments outside a supermarket. I tried to ignore them."
Healesville,-37.674886,145.508477,2024-02-02,STREET_HARASSMENT,"Around midnight, a group of individuals made persistent unwanted comments near the ticket barriers. I won't be walking that way again."
Tarneit,-37.795299,144.666173,2024-02-03,SEXUAL_ASSAULT,"Exploring the local market, an aggressive individual violated personal space aggressively in a poorly lit laneway. They eventually walked off."
Richmond,-37.834226,145.008992,2024-02-03,STREET_HARASSMENT,"Walking to my car, a group of teenagers cornered me and asked personal questions outside a 24-hour gym. I managed to run away."
Melton,-37.675209,144.571894,2024-02-04,SEXUAL_ASSAULT,"Exploring the local market, two men violated personal space aggressively near the entrance of a shopping centre. I felt very unsafe."
Cranbourne,-38.08393,145.270915,2024-02-05,UNWANTED_PHYSICAL_CONTACT,"Checking my phone at the bus stop, an individual who appeared intoxicated grabbed my hand and wouldn't let go outside a supermarket. I reported it via a safety app."
Werribee,-37.900192,144.656188,2024-02-05,UNWANTED_PHYSICAL_CONTACT,"Coming back from a night out, a stranger wearing a hoodie grabbed my hand and wouldn't let go along the main road. I tried to ignore them."
Werribee,-37.908996,144.680275,2024-02-06,SEXUAL_ASSAULT,"Just after leaving the station, an aggressive individual exposed themselves in public outside a residential building. Thankfully, a bystander helped."
Brighton,-37.886715,144.971195,2024-02-06,STREET_HARASSMENT,"While waiting for the tram, a delivery driver made persistent unwanted comments near a bicycle path. I won't be walking that way again."
Sunshine,-37.768517,144.809361,2024-02-07,SEXUAL_ASSAULT,"Browsing the shops on a busy Saturday, a lone person groped me in the middle of the crowd outside a 24-hour gym. They eventually walked off."
Dandenong,-38.000318,145.188499,2024-02-07,UNWANTED_PHYSICAL_CONTACT,"Waiting for a rideshare to arrive, a cyclist who stopped suddenly grabbed my arm outside a 24-hour gym. I'm shaken but okay."
Point Cook,-37.923253,144.72796,2024-02-07,UNWANTED_PHYSICAL_CONTACT,"Just as the sun was setting, a cyclist who stopped suddenly attempted to snatch my phone at a crowded intersection. I tried to ignore them."
Healesville,-37.674355,145.502743,2024-02-07,SEXUAL_ASSAULT,"Taking a shortcut through a park, a group of teenagers committed a physical assault at a crowded intersection. I'm shaken but okay."
Pakenham,-38.060125,145.45868,2024-02-08,UNWANTED_PHYSICAL_CONTACT,"While walking home, someone on an e-scooter pushed past me aggressively outside a supermarket. I'm shaken but okay."
St Albans,-37.740346,144.809785,2024-02-09,UNWANTED_PHYSICAL_CONTACT,"Waiting for a rideshare to arrive, a group of teenagers pushed past me aggressively outside a residential building. I managed to run away."
Footscray,-37.787769,144.88256,2024-02-10,SEXUAL_ASSAULT,"Walking the dog around the block, a stranger wearing a hoodie groped me in the middle of the crowd in the middle of the park. I won't be walking that way again."
Footscray,-37.795397,144.889323,2024-02-10,SEXUAL_ASSAULT,"Coming home from the night shift, a delivery driver made explicit and unwanted advances near the station car park. I eventually lost them in the crowd."
Richmond,-37.800827,145.003691,2024-02-10,UNWANTED_PHYSICAL_CONTACT,"Walking the dog around the block, a stranger wearing a hoodie pushed past me aggressively outside a supermarket. I managed to run away."
Broadmeadows,-37.699677,144.936192,2024-02-15,STREET_HARASSMENT,"Coming back from a night out, a cyclist who stopped suddenly shouted derogatory remarks in the middle of the park. I tried to ignore them."
Lilydale,-37.754108,145.344274,2024-02-16,SEXUAL_ASSAULT,"While waiting for the tram, a person acting erratically exposed themselves in public at a crowded intersection. They eventually walked off."
Melbourne CBD,-37.795584,144.966157,2024-02-17,STREET_HARASSMENT,"After finishing dinner at a restaurant, a passerby engaged in intimidating verbal behavior outside a supermarket. I managed to run away."
Cranbourne,-38.112757,145.269648,2024-02-17,STREET_HARASSMENT,"Browsing the shops on a busy Saturday, an aggressive individual cornered me and asked personal questions in a poorly lit laneway. I called a friend immediately."
Box Hill,-37.796457,145.128075,2024-02-18,SEXUAL_ASSAULT,"Passing by a construction site, a person who seemed to be following me groped me in the middle of the crowd outside a local pub. I reported it via a safety app."
Healesville,-37.665835,145.507111,2024-02-18,STREET_HARASSMENT,"Exploring the local market, someone on an e-scooter followed me for several blocks near the edge of the bushland. I won't be walking that way again."
Cheltenham,-37.971267,145.076615,2024-02-18,SEXUAL_ASSAULT,"Around midnight, two men exposed themselves in public in the underground parking lot. Thankfully, a bystander helped."
Carlton,-37.811442,144.980713,2024-02-19,STREET_HARASSMENT,"On a quiet side street, someone on an e-scooter shouted offensive slurs in the middle of the park. I managed to run away."
Broadmeadows,-37.667715,144.93717,2024-02-20,STREET_HARASSMENT,"While waiting for the tram, an aggressive individual made persistent unwanted comments outside a residential building. I eventually lost them in the crowd."
Werribee,-37.899337,144.679517,2024-02-21,SEXUAL_ASSAULT,"Browsing the shops on a busy Saturday, a delivery driver engaged in non-consensual touching by the public restrooms. I reported it via a safety app."
Belgrave,-37.898986,145.366502,2024-02-22,SEXUAL_ASSAULT,"Just as the sun was setting, a person who seemed to be following me groped me in the middle of the crowd near the ticket barriers. I'm shaken but okay."
St Kilda,-37.859813,144.981821,2024-02-22,SEXUAL_ASSAULT,"Coming home from the night shift, a person who seemed to be following me engaged in non-consensual touching outside a residential building. I quickly ducked into a shop."
Whittlesea,-37.533369,145.119328,2024-02-22,SEXUAL_ASSAULT,"Just after leaving the station, a group of individuals made explicit and unwanted advances at a crowded intersection. I won't be walking that way again."
Ringwood,-37.785107,145.225042,2024-02-22,UNWANTED_PHYSICAL_CONTACT,"While walking home, two men grabbed my hand and wouldn't let go near the edge of the bushland. I eventually lost them in the crowd."
Melton,-37.688801,144.603377,2024-02-22,UNWANTED_PHYSICAL_CONTACT,"While walking home, a person who seemed to be following me pushed past me aggressively near the ticket barriers. No one intervened."
Hurstbridge,-37.655812,145.211103,2024-02-23,STREET_HARASSMENT,"After finishing dinner at a restaurant, someone on an e-scooter engaged in intimidating verbal behavior by the public restrooms. I felt very unsafe."
Werribee,-37.907813,144.671492,2024-02-23,SEXUAL_ASSAULT,"While waiting for the tram, a cyclist who stopped suddenly exposed themselves in public along the main road. I managed to run away."
Whittlesea,-37.51343,145.102396,2024-02-24,UNWANTED_PHYSICAL_CONTACT,"Passing by a construction site, a stranger wearing a hoodie grabbed my arm near the station entrance. I called a friend immediately."
Lilydale,-37.752222,145.328368,2024-02-27,UNWANTED_PHYSICAL_CONTACT,"Browsing the shops on a busy Saturday, an individual who appeared intoxicated intentionally bumped into me outside a supermarket. I'm shaken but okay."
Coburg,-37.734834,144.978721,2024-02-27,STREET_HARASSMENT,"Checking my phone at the bus stop, a lone person made persistent unwanted comments near the entrance of a shopping centre. I eventually lost them in the crowd."
Dandenong,-37.958216,145.188864,2024-02-27,STREET_HARASSMENT,"During the evening rush, a person who seemed to be following me followed me for several blocks outside a 7-Eleven. I felt very unsafe."
Hurstbridge,-37.654987,145.172261,2024-02-28,SEXUAL_ASSAULT,"Around midnight, a lone person groped me in the middle of the crowd outside a 24-hour gym. I quickly ducked into a shop."
Whittlesea,-37.532016,145.10662,2024-02-29,STREET_HARASSMENT,"Walking to my car, two men made persistent unwanted comments near the entrance of a shopping centre. I reported it via a safety app."
Frankston,-38.138602,145.141094,2024-02-29,SEXUAL_ASSAULT,"Heading to the gym early, a group of individuals engaged in non-consensual touching outside a 7-Eleven. I managed to run away."
Lilydale,-37.768871,145.331557,2024-02-29,UNWANTED_PHYSICAL_CONTACT,"Browsing the shops on a busy Saturday, a person who seemed to be following me tried to pull my bag near the station entrance. Thankfully, a bystander helped."
Pakenham,-38.075874,145.468708,2024-02-29,SEXUAL_ASSAULT,"Coming home from the night shift, a group of teenagers groped me in the middle of the crowd near the station car park. I reported it to a nearby officer."
Ringwood,-37.824915,145.22736,2024-02-29,UNWANTED_PHYSICAL_CONTACT,"Walking to my car, a group of teenagers tried to pull my bag outside a supermarket. I tried to ignore them."
Lilydale,-37.733816,145.367848,2024-02-29,UNWANTED_PHYSICAL_CONTACT,"Browsing the shops on a busy Saturday, a lone person intentionally bumped into me in the underground parking lot. I tried to ignore them."
Cranbourne,-38.105809,145.293605,2024-03-03,SEXUAL_ASSAULT,"Broad daylight, near the shops, a passerby exposed themselves in public outside a local pub. I managed to run away."
Footscray,-37.779552,144.879852,2024-03-04,UNWANTED_PHYSICAL_CONTACT,"Around midnight, a person acting erratically intentionally bumped into me outside a local pub. I felt very unsafe."
Dandenong,-37.985716,145.198641,2024-03-04,UNWANTED_PHYSICAL_CONTACT,"Exploring the local market, a lone person grabbed my hand and wouldn't let go in the middle of the park. I quickly ducked into a shop."
Belgrave,-37.916472,145.37316,2024-03-05,UNWANTED_PHYSICAL_CONTACT,"Heading to the gym early, an aggressive individual intentionally bumped into me near a bicycle path. I tried to ignore them."
Whittlesea,-37.495438,145.106037,2024-03-07,SEXUAL_ASSAULT,"Waiting for a rideshare to arrive, two men exposed themselves in public near the entrance of a shopping centre. They eventually walked off."
Belgrave,-37.913716,145.340382,2024-03-07,UNWANTED_PHYSICAL_CONTACT,"Broad daylight, near the shops, two men pushed past me aggressively by the public restrooms. I'm shaken but okay."
Frankston,-38.155204,145.13281,2024-03-07,UNWANTED_PHYSICAL_CONTACT,"Enjoying a coffee on the sidewalk, an aggressive individual brushed against me multiple times in the middle of the park. I reported it to a nearby officer."
Carlton,-37.816723,144.951729,2024-03-08,UNWANTED_PHYSICAL_CONTACT,"On a quiet side street, a passerby pushed past me aggressively outside a residential building. Thankfully, a bystander helped."
Belgrave,-37.893471,145.366602,2024-03-09,UNWANTED_PHYSICAL_CONTACT,"Coming home from the night shift, a delivery driver grabbed my hand and wouldn't let go outside a local pub. They eventually walked off."
Dandenong,-37.994807,145.185828,2024-03-12,UNWANTED_PHYSICAL_CONTACT,"Broad daylight, near the shops, two men grabbed my arm outside a residential building. No one intervened."
Point Cook,-37.936387,144.755833,2024-03-12,UNWANTED_PHYSICAL_CONTACT,"Coming back from a night out, an aggressive individual grabbed my hand and wouldn't let go outside a 24-hour gym. I eventually lost them in the crowd."
Werribee,-37.916671,144.682657,2024-03-13,UNWANTED_PHYSICAL_CONTACT,"Coming home from the night shift, a group of individuals pushed past me aggressively in the middle of the park. I reported it via a safety app."
